"dormId","ratePlan","date","priceValue","priceCurrency","crawledAt"
"971516","834951","2025-10-04","64.00","NZD","2025-10-03 12:23:33"
"971515","834950","2025-10-04","64.00","NZD","2025-10-03 12:23:33"
"971516","834951","2025-10-05","64.00","NZD","2025-10-03 12:23:33"
"971515","834950","2025-10-05","64.00","NZD","2025-10-03 12:23:33"
"971516","834951","2025-10-06","64.00","NZD","2025-10-03 12:23:34"
"971515","834950","2025-10-06","64.00","NZD","2025-10-03 12:23:34"
"971516","834951","2025-10-07","64.00","NZD","2025-10-03 12:23:34"
"971515","834950","2025-10-07","64.00","NZD","2025-10-03 12:23:34"
"971516","834951","2025-10-08","64.00","NZD","2025-10-03 12:23:35"
"971515","834950","2025-10-08","64.00","NZD","2025-10-03 12:23:35"
"971516","834951","2025-10-09","64.00","NZD","2025-10-03 12:23:35"
"971515","834950","2025-10-09","64.00","NZD","2025-10-03 12:23:35"
"971516","834951","2025-10-10","64.00","NZD","2025-10-03 12:23:36"
"971515","834950","2025-10-10","64.00","NZD","2025-10-03 12:23:36"
"971516","834951","2025-10-11","64.00","NZD","2025-10-03 12:23:36"
"971515","834950","2025-10-11","64.00","NZD","2025-10-03 12:23:36"
"971516","834951","2025-10-12","64.00","NZD","2025-10-03 12:23:37"
"971515","834950","2025-10-12","64.00","NZD","2025-10-03 12:23:37"
"971516","834951","2025-10-13","64.00","NZD","2025-10-03 12:23:37"
"971515","834950","2025-10-13","64.00","NZD","2025-10-03 12:23:37"
"971516","834951","2025-10-14","64.00","NZD","2025-10-03 12:23:38"
"971515","834950","2025-10-14","64.00","NZD","2025-10-03 12:23:38"
"971516","834951","2025-10-15","64.00","NZD","2025-10-03 12:23:38"
"971515","834950","2025-10-15","64.00","NZD","2025-10-03 12:23:38"
"971516","834951","2025-10-16","64.00","NZD","2025-10-03 12:23:39"
"971515","834950","2025-10-16","64.00","NZD","2025-10-03 12:23:39"
"971516","834951","2025-10-17","64.00","NZD","2025-10-03 12:23:39"
"971515","834950","2025-10-17","64.00","NZD","2025-10-03 12:23:39"
"971516","834951","2025-10-18","64.00","NZD","2025-10-03 12:23:40"
"971515","834950","2025-10-18","64.00","NZD","2025-10-03 12:23:40"
"971516","834951","2025-10-19","64.00","NZD","2025-10-03 12:23:40"
"971515","834950","2025-10-19","64.00","NZD","2025-10-03 12:23:40"
"971516","834951","2025-10-20","64.00","NZD","2025-10-03 12:23:40"
